Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
CASA MEYA,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,500",70 - 80,800 - 900,Jul 2020
CASA MEYA,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,700",70 - 80,800 - 900,Sep 2020
CASA MEYA,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,450",70 - 80,800 - 900,Dec 2020
CASA NALLUR,NALLUR ROAD,15,Terrace House,NA,"4,100",150 - 160,"1,600 - 1,700",Feb 2020
CASA NALLUR,NALLUR ROAD,15,Terrace House,NA,"6,500",340 - 350,"3,700 - 3,800",Apr 2020
CASA NALLUR,NALLUR ROAD,15,Terrace House,NA,"3,900",150 - 160,"1,600 - 1,700",Jan 2020
CASA NALLUR,NALLUR ROAD,15,Terrace House,NA,"5,600",220 - 230,"2,300 - 2,400",Sep 2020
CASA NOVACREST,PECK HAY ROAD,09,Non-landed Properties,3,"3,700",140 - 150,"1,500 - 1,600",May 2020
CASA NOVACREST,PECK HAY ROAD,09,Non-landed Properties,3,"3,800",130 - 140,"1,400 - 1,500",Feb 2020
CASA NOVACREST,PECK HAY ROAD,09,Non-landed Properties,3,"3,800",140 - 150,"1,500 - 1,600",Jan 2020
CASA NOVACREST,PECK HAY ROAD,09,Non-landed Properties,3,"3,600",140 - 150,"1,500 - 1,600",Jul 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,3,"2,100",100 - 110,"1,000 - 1,100",May 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,3,"1,800",110 - 120,"1,200 - 1,300",Jan 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,3,"1,900",110 - 120,"1,200 - 1,300",Jun 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,2,"1,600",90 - 100,"900 - 1,000",Jun 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,3,"2,600",120 - 130,"1,300 - 1,400",Nov 2020
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-landed Properties,3,"2,100",100 - 110,"1,100 - 1,200",Nov 2020
CASA PERLA,WATTEN ESTATE ROAD,11,Detached House,NA,"9,800",350 - 360,"3,700 - 3,800",Sep 2020
CASA PERLA,WATTEN ESTATE ROAD,11,Detached House,NA,"9,650",360 - 370,"3,900 - 4,000",Dec 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"3,000",110 - 120,"1,200 - 1,300",May 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,450",110 - 120,"1,200 - 1,300",Mar 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,700",120 - 130,"1,300 - 1,400",Jun 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,600",110 - 120,"1,200 - 1,300",Jun 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,400",120 - 130,"1,300 - 1,400",Jun 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"3,800",150 - 160,"1,600 - 1,700",Aug 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,250",100 - 110,"1,100 - 1,200",Oct 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,530",110 - 120,"1,200 - 1,300",Nov 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"3,000",120 - 130,"1,300 - 1,400",Nov 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"3,000",110 - 120,"1,200 - 1,300",Nov 2020
CASA RIVIERA,LIM TUA TOW ROAD,19,Non-landed Properties,NA,"2,600",100 - 110,"1,100 - 1,200",Dec 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,100",100 - 110,"1,100 - 1,200",Jun 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"3,000",130 - 140,"1,400 - 1,500",Apr 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",May 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"3,300",130 - 140,"1,400 - 1,500",Sep 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Sep 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Nov 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,850",100 - 110,"1,100 - 1,200",Nov 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Dec 2020
CASA ROSA,LORONG ONG LYE,19,Non-landed Properties,3,"2,700",100 - 110,"1,000 - 1,100",Dec 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Apr 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Jan 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",130 - 140,"1,300 - 1,400",Apr 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,650",100 - 110,"1,100 - 1,200",Apr 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,850",100 - 110,"1,100 - 1,200",Mar 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jun 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,1,"2,000",60 - 70,600 - 700,Jan 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",May 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,400",110 - 120,"1,200 - 1,300",May 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,1,"1,900",60 - 70,700 - 800,May 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",May 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,670",100 - 110,"1,100 - 1,200",May 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,800",110 - 120,"1,200 - 1,300",Mar 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",130 - 140,"1,400 - 1,500",Feb 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,100",120 - 130,"1,300 - 1,400",Jan 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Jan 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,400",100 - 110,"1,000 - 1,100",Feb 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,800",110 - 120,"1,200 - 1,300",Jul 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",120 - 130,"1,300 - 1,400",Aug 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",120 - 130,"1,300 - 1,400",Sep 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Sep 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Sep 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Oct 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,700",120 - 130,"1,300 - 1,400",Oct 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",120 - 130,"1,300 - 1,400",Nov 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Nov 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,200",110 - 120,"1,100 - 1,200",Nov 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,100",120 - 130,"1,300 - 1,400",Nov 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"2,900",110 - 120,"1,200 - 1,300",Dec 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",120 - 130,"1,300 - 1,400",Dec 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",130 - 140,"1,400 - 1,500",Dec 2020
CASA SARINA,LORONG SARINA,14,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Dec 2020
CASA SERENO,LENGKONG TUJOH,14,Terrace House,NA,"5,200",430 - 440,"4,600 - 4,700",Mar 2020
CASA SOPHIA,SOPHIA ROAD,09,Non-landed Properties,NA,"2,800",100 - 110,"1,100 - 1,200",Feb 2020
CASA SOPHIA,SOPHIA ROAD,09,Non-landed Properties,NA,"2,600",100 - 110,"1,100 - 1,200",Aug 2020
CASA UNO,STEVENS CLOSE,10,Non-landed Properties,NA,"3,700",120 - 130,"1,300 - 1,400",Apr 2020
CASA UNO,STEVENS CLOSE,10,Non-landed Properties,NA,"3,600",130 - 140,"1,400 - 1,500",Mar 2020
CASA UNO,STEVENS CLOSE,10,Non-landed Properties,NA,"3,500",130 - 140,"1,400 - 1,500",Feb 2020
CASA UNO,STEVENS CLOSE,10,Non-landed Properties,NA,"3,900",120 - 130,"1,300 - 1,400",Aug 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"6,900",300 - 310,"3,200 - 3,300",Apr 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"4,700",160 - 170,"1,700 - 1,800",Feb 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"6,700",280 - 290,"3,000 - 3,100",May 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"5,600",160 - 170,"1,700 - 1,800",Mar 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,2,"2,800",100 - 110,"1,000 - 1,100",Feb 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"6,500",280 - 290,"3,000 - 3,100",Aug 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"5,600",160 - 170,"1,700 - 1,800",Aug 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"5,100",160 - 170,"1,700 - 1,800",Sep 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,4,"5,535",270 - 280,"3,000 - 3,100",Oct 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,3,"3,800",120 - 130,"1,200 - 1,300",Nov 2020
CASABELLA,DUCHESS AVENUE,10,Non-landed Properties,2,"2,600",90 - 100,"900 - 1,000",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,300",100 - 110,"1,100 - 1,200",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,400",100 - 110,"1,100 - 1,200",Jan 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",Apr 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jan 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Apr 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,550",100 - 110,"1,100 - 1,200",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,100",100 - 110,"1,100 - 1,200",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,350",100 - 110,"1,100 - 1,200",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"1,950",80 - 90,"900 - 1,000",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,350",100 - 110,"1,100 - 1,200",May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,150",80 - 90,"900 - 1,000",Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",110 - 120,"1,100 - 1,200",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",110 - 120,"1,100 - 1,200",Jan 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,200",80 - 90,800 - 900,Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"1,800",80 - 90,800 - 900,Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,800 - 900,Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,800",100 - 110,"1,100 - 1,200",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,400",110 - 120,"1,100 - 1,200",Jan 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,650",100 - 110,"1,100 - 1,200",Feb 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",110 - 120,"1,100 - 1,200",Mar 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,450",100 - 110,"1,100 - 1,200",Apr 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"1,900",80 - 90,"900 - 1,000",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,100",100 - 110,"1,100 - 1,200",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"1,900",80 - 90,800 - 900,May 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,900",110 - 120,"1,100 - 1,200",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,800 - 900,Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,200",80 - 90,800 - 900,Jun 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,800 - 900,Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,800",100 - 110,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,050",80 - 90,"900 - 1,000",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,550",100 - 110,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Jul 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,700",110 - 120,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,650",110 - 120,"1,100 - 1,200",Aug 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,4,"3,000",120 - 130,"1,300 - 1,400",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",100 - 110,"1,100 - 1,200",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,300",100 - 110,"1,100 - 1,200",Sep 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,250",80 - 90,"900 - 1,000",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,750",100 - 110,"1,100 - 1,200",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",110 - 120,"1,100 - 1,200",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,300",100 - 110,"1,100 - 1,200",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,400",80 - 90,800 - 900,Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Oct 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,400",100 - 110,"1,100 - 1,200",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,800",110 - 120,"1,100 - 1,200",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,650",100 - 110,"1,100 - 1,200",Nov 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,700",110 - 120,"1,100 - 1,200",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,750",120 - 130,"1,300 - 1,400",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Dec 2020
CASABLANCA,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,400",80 - 90,"900 - 1,000",Dec 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,600",90 - 100,"1,000 - 1,100",Jan 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Apr 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,100",110 - 120,"1,200 - 1,300",Apr 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,200",120 - 130,"1,300 - 1,400",Apr 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"4,400",190 - 200,"2,100 - 2,200",Apr 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,300",90 - 100,"900 - 1,000",May 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"4,000",190 - 200,"2,000 - 2,100",Mar 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"2,800",100 - 110,"1,100 - 1,200",Feb 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,4,"3,500",140 - 150,"1,600 - 1,700",Feb 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,200",120 - 130,"1,300 - 1,400",Jul 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,300",130 - 140,"1,400 - 1,500",Jul 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"2,900",120 - 130,"1,300 - 1,400",Jul 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jul 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,200",110 - 120,"1,200 - 1,300",Aug 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,200",130 - 140,"1,300 - 1,400",Aug 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,000",120 - 130,"1,200 - 1,300",Aug 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,050",180 - 190,"1,900 - 2,000",Sep 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,450",90 - 100,"1,000 - 1,100",Sep 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"2,900",110 - 120,"1,200 - 1,300",Oct 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,200",120 - 130,"1,300 - 1,400",Oct 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,500",90 - 100,"1,000 - 1,100",Nov 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Nov 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"2,900",110 - 120,"1,200 - 1,300",Dec 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"3,600",180 - 190,"1,900 - 2,000",Dec 2020
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-landed Properties,3,"2,900",120 - 130,"1,300 - 1,400",Dec 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,1,"1,950",90 - 100,"1,000 - 1,100",Jun 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,650",140 - 150,"1,500 - 1,600",Apr 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,610",140 - 150,"1,500 - 1,600",May 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,2,"1,950",100 - 110,"1,100 - 1,200",Mar 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,200",140 - 150,"1,500 - 1,600",Mar 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,400",140 - 150,"1,500 - 1,600",Feb 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,800",140 - 150,"1,500 - 1,600",Feb 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,2,"2,000",120 - 130,"1,300 - 1,400",Jan 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,1,"1,900",90 - 100,"1,000 - 1,100",Jan 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,300",140 - 150,"1,500 - 1,600",Feb 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,1,"1,800",90 - 100,"1,000 - 1,100",Jan 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,500",140 - 150,"1,500 - 1,600",Jun 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,2,"1,900",120 - 130,"1,300 - 1,400",Jun 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,400",140 - 150,"1,500 - 1,600",Aug 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,1,"1,900",90 - 100,"1,000 - 1,100",Aug 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,400",140 - 150,"1,500 - 1,600",Aug 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,2,"2,200",120 - 130,"1,300 - 1,400",Sep 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,400",140 - 150,"1,500 - 1,600",Sep 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,1,"1,900",90 - 100,"1,000 - 1,100",Sep 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,650",150 - 160,"1,600 - 1,700",Sep 2020
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-landed Properties,3,"2,500",120 - 130,"1,300 - 1,400",Sep 2020
